Genome,Deepest_taxonomy,Family_subfamily
SAMN10334306_p4,Peduoviridae,novel_subfamily_3_of_Peduoviridae
SAMN41842413_p3,Peduoviridae,novel_subfamily_3_of_Peduoviridae
SAMN10688326_p2,Peduoviridae,novel_subfamily_4_of_Peduoviridae
SAMN12668393_p3,Peduoviridae,novel_subfamily_3_of_Peduoviridae
SAMN02252525_p1,Peduoviridae,novel_subfamily_4_of_Peduoviridae
SAMN10334306_p2,Peduoviridae,novel_subfamily_4_of_Peduoviridae
SAMN41842413_p1,Peduoviridae,novel_subfamily_4_of_Peduoviridae
SAMN53317748_p2,Peduoviridae,novel_subfamily_4_of_Peduoviridae
SAMN12648298_p3,Peduoviridae,novel_subfamily_3_of_Peduoviridae
SAMN07338026_p1,Peduoviridae,novel_subfamily_4_of_Peduoviridae
SAMN16844329_p1,Peduoviridae,novel_subfamily_3_of_Peduoviridae
SAMN24777710_p1,Peduoviridae,novel_subfamily_4_of_Peduoviridae
SAMN40453155_p1,Peduoviridae,novel_subfamily_4_of_Peduoviridae
SAMN05418043_p5,Peduoviridae,novel_subfamily_3_of_Peduoviridae
SAMN21399768_p4,Peduoviridae,novel_subfamily_3_of_Peduoviridae
SAMN05418182_p1,Peduoviridae,novel_subfamily_4_of_Peduoviridae
SAMN10362062_p1,Peduoviridae,novel_subfamily_4_of_Peduoviridae
SAMN05418042_p1,Peduoviridae,novel_subfamily_3_of_Peduoviridae
SAMN41905203_p1,Peduoviridae,novel_subfamily_3_of_Peduoviridae
SAMN02603672_p1,Peduoviridae,novel_subfamily_4_of_Peduoviridae
SAMN13023393_p2,Peduoviridae,novel_subfamily_4_of_Peduoviridae
SAMN13023394_p1,Peduoviridae,novel_subfamily_4_of_Peduoviridae
SAMN02470483_p2,Peduoviridae,novel_subfamily_4_of_Peduoviridae
SAMN02470507_p2,Peduoviridae,novel_subfamily_4_of_Peduoviridae
SAMN02472128_p1,Peduoviridae,novel_subfamily_4_of_Peduoviridae
SAMN05172610_p1,Peduoviridae,novel_subfamily_4_of_Peduoviridae
SAMN05417988_p1,Peduoviridae,novel_subfamily_4_of_Peduoviridae
SAMN05418089_p1,Peduoviridae,novel_subfamily_4_of_Peduoviridae
SAMN05418119_p2,Peduoviridae,novel_subfamily_4_of_Peduoviridae
SAMN05418143_p2,Peduoviridae,novel_subfamily_4_of_Peduoviridae
SAMN05418224_p1,Peduoviridae,novel_subfamily_4_of_Peduoviridae
SAMN05418237_p1,Peduoviridae,novel_subfamily_4_of_Peduoviridae
SAMN05418239_p1,Peduoviridae,novel_subfamily_4_of_Peduoviridae
SAMN05418245_p1,Peduoviridae,novel_subfamily_4_of_Peduoviridae
SAMN05768151_p1,Peduoviridae,novel_subfamily_4_of_Peduoviridae
SAMN06115650_p1,Peduoviridae,novel_subfamily_4_of_Peduoviridae
SAMN22346950_p2,Peduoviridae,novel_subfamily_4_of_Peduoviridae
SAMN24372623_p1,Peduoviridae,novel_subfamily_4_of_Peduoviridae
SAMN32610147_p3,Peduoviridae,novel_subfamily_4_of_Peduoviridae
SAMN33237140_p2,Peduoviridae,novel_subfamily_4_of_Peduoviridae
SAMN02603955_p2,Peduoviridae,novel_subfamily_4_of_Peduoviridae
SAMN40571795_p3,Peduoviridae,novel_subfamily_4_of_Peduoviridae
SAMN44286666_p1,Peduoviridae,novel_subfamily_4_of_Peduoviridae
SAMEA8103032_p3,Peduoviridae,novel_subfamily_4_of_Peduoviridae
SAMN02368280_p2,Peduoviridae,novel_subfamily_4_of_Peduoviridae
SAMN02471131_p2,Peduoviridae,novel_subfamily_4_of_Peduoviridae
SAMN03452290_p2,Peduoviridae,novel_subfamily_4_of_Peduoviridae
SAMN04523674_p2,Peduoviridae,novel_subfamily_4_of_Peduoviridae
SAMN07338202_p5,Peduoviridae,novel_subfamily_4_of_Peduoviridae
SAMN09742665_p1,Peduoviridae,novel_subfamily_4_of_Peduoviridae
SAMN11547079_p2,Peduoviridae,novel_subfamily_4_of_Peduoviridae
SAMN24777688_p3,Peduoviridae,novel_subfamily_4_of_Peduoviridae
SAMN28495058_p3,Peduoviridae,novel_subfamily_4_of_Peduoviridae
SAMN28767253_p4,Peduoviridae,novel_subfamily_4_of_Peduoviridae
SAMN29328586_p2,Peduoviridae,novel_subfamily_4_of_Peduoviridae
SAMN32406563_p3,Peduoviridae,novel_subfamily_4_of_Peduoviridae
SAMN33330974_p4,Peduoviridae,novel_subfamily_4_of_Peduoviridae
SAMN53839611_p3,Peduoviridae,novel_subfamily_4_of_Peduoviridae
SAMN53840712_p3,Peduoviridae,novel_subfamily_4_of_Peduoviridae
SAMN14968934_p1,Peduoviridae,novel_subfamily_3_of_Peduoviridae
SAMN20804975_p3,Peduoviridae,novel_subfamily_3_of_Peduoviridae
SAMN20805043_p3,Peduoviridae,novel_subfamily_3_of_Peduoviridae
SAMN20805065_p3,Peduoviridae,novel_subfamily_3_of_Peduoviridae
SAMEA7061706_p2,Peduoviridae,novel_subfamily_4_of_Peduoviridae
SAMEA112157108_p2,Peduoviridae,novel_subfamily_4_of_Peduoviridae
SAMEA112324421_p4,Peduoviridae,novel_subfamily_4_of_Peduoviridae
SAMN02368266_p3,Peduoviridae,novel_subfamily_4_of_Peduoviridae
SAMN02712351_p2,Peduoviridae,novel_subfamily_4_of_Peduoviridae
SAMN02712353_p6,Peduoviridae,novel_subfamily_4_of_Peduoviridae
SAMN02910586_p2,Peduoviridae,novel_subfamily_4_of_Peduoviridae
SAMN03457164_p4,Peduoviridae,novel_subfamily_4_of_Peduoviridae
SAMN04441014_p3,Peduoviridae,novel_subfamily_4_of_Peduoviridae
SAMN05302748_p2,Peduoviridae,novel_subfamily_4_of_Peduoviridae
SAMN05302750_p4,Peduoviridae,novel_subfamily_4_of_Peduoviridae
SAMN06066420_p1,Peduoviridae,novel_subfamily_4_of_Peduoviridae
SAMN06110496_p1,Peduoviridae,novel_subfamily_4_of_Peduoviridae
SAMN06917282_p2,Peduoviridae,novel_subfamily_4_of_Peduoviridae
SAMN07337872_p3,Peduoviridae,novel_subfamily_4_of_Peduoviridae
SAMN07337904_p1,Peduoviridae,novel_subfamily_4_of_Peduoviridae
SAMN07338045_p2,Peduoviridae,novel_subfamily_4_of_Peduoviridae
SAMN07338200_p2,Peduoviridae,novel_subfamily_4_of_Peduoviridae
SAMN11937831_p4,Peduoviridae,novel_subfamily_4_of_Peduoviridae
SAMN12648253_p1,Peduoviridae,novel_subfamily_4_of_Peduoviridae
SAMN12648291_p2,Peduoviridae,novel_subfamily_4_of_Peduoviridae
SAMN13023392_p3,Peduoviridae,novel_subfamily_4_of_Peduoviridae
SAMN13500486_p2,Peduoviridae,novel_subfamily_4_of_Peduoviridae
SAMN15597509_p3,Peduoviridae,novel_subfamily_4_of_Peduoviridae
SAMN15667309_p4,Peduoviridae,novel_subfamily_4_of_Peduoviridae
SAMN15667316_p4,Peduoviridae,novel_subfamily_4_of_Peduoviridae
SAMN15667317_p3,Peduoviridae,novel_subfamily_4_of_Peduoviridae
SAMN15829766_p2,Peduoviridae,novel_subfamily_4_of_Peduoviridae
SAMN18298672_p3,Peduoviridae,novel_subfamily_4_of_Peduoviridae
SAMN18298697_p5,Peduoviridae,novel_subfamily_4_of_Peduoviridae
SAMN18298722_p1,Peduoviridae,novel_subfamily_4_of_Peduoviridae
SAMN18298726_p2,Peduoviridae,novel_subfamily_4_of_Peduoviridae
SAMN18298731_p3,Peduoviridae,novel_subfamily_4_of_Peduoviridae
SAMN19769866_p1,Peduoviridae,novel_subfamily_4_of_Peduoviridae
SAMN26982636_p1,Peduoviridae,novel_subfamily_4_of_Peduoviridae
SAMN28494995_p2,Peduoviridae,novel_subfamily_4_of_Peduoviridae
SAMN28495007_p3,Peduoviridae,novel_subfamily_4_of_Peduoviridae
SAMN28495011_p1,Peduoviridae,novel_subfamily_4_of_Peduoviridae
SAMN28767305_p2,Peduoviridae,novel_subfamily_4_of_Peduoviridae
SAMN28767317_p4,Peduoviridae,novel_subfamily_4_of_Peduoviridae
SAMN29790243_p5,Peduoviridae,novel_subfamily_4_of_Peduoviridae
SAMN29790269_p4,Peduoviridae,novel_subfamily_4_of_Peduoviridae
SAMN32299956_p5,Peduoviridae,novel_subfamily_4_of_Peduoviridae
SAMN32405628_p1,Peduoviridae,novel_subfamily_4_of_Peduoviridae
SAMN32407258_p2,Peduoviridae,novel_subfamily_4_of_Peduoviridae
SAMN32407400_p3,Peduoviridae,novel_subfamily_4_of_Peduoviridae
SAMN32407620_p2,Peduoviridae,novel_subfamily_4_of_Peduoviridae
SAMN32407635_p2,Peduoviridae,novel_subfamily_4_of_Peduoviridae
SAMN32407669_p2,Peduoviridae,novel_subfamily_4_of_Peduoviridae
SAMN32411283_p2,Peduoviridae,novel_subfamily_4_of_Peduoviridae
SAMN32411316_p3,Peduoviridae,novel_subfamily_4_of_Peduoviridae
SAMN32411345_p1,Peduoviridae,novel_subfamily_4_of_Peduoviridae
SAMN35346011_p5,Peduoviridae,novel_subfamily_4_of_Peduoviridae
SAMN35557944_p1,Peduoviridae,novel_subfamily_4_of_Peduoviridae
SAMN37503413_p3,Peduoviridae,novel_subfamily_4_of_Peduoviridae
SAMN39606344_p3,Peduoviridae,novel_subfamily_4_of_Peduoviridae
SAMN39716322_p1,Peduoviridae,novel_subfamily_4_of_Peduoviridae
SAMN39716325_p4,Peduoviridae,novel_subfamily_4_of_Peduoviridae
SAMN39716334_p1,Peduoviridae,novel_subfamily_4_of_Peduoviridae
SAMN39962933_p7,Peduoviridae,novel_subfamily_4_of_Peduoviridae
SAMN40571705_p2,Peduoviridae,novel_subfamily_4_of_Peduoviridae
SAMN40571794_p1,Peduoviridae,novel_subfamily_4_of_Peduoviridae
SAMN40571837_p3,Peduoviridae,novel_subfamily_4_of_Peduoviridae
SAMN40571839_p2,Peduoviridae,novel_subfamily_4_of_Peduoviridae
SAMN40584504_p4,Peduoviridae,novel_subfamily_4_of_Peduoviridae
SAMN40717396_p4,Peduoviridae,novel_subfamily_4_of_Peduoviridae
SAMN40717398_p4,Peduoviridae,novel_subfamily_4_of_Peduoviridae
SAMN47931894_p3,Peduoviridae,novel_subfamily_4_of_Peduoviridae
SAMN53840710_p3,Peduoviridae,novel_subfamily_4_of_Peduoviridae
SAMN56518618_p4,Peduoviridae,novel_subfamily_4_of_Peduoviridae
SAMN56917243_p2,Peduoviridae,novel_subfamily_4_of_Peduoviridae
SAMN02604302_p1,Peduoviridae,novel_subfamily_4_of_Peduoviridae
SAMN48586871_p1,Peduoviridae,novel_subfamily_3_of_Peduoviridae
SAMN48586871_p3,Peduoviridae,novel_subfamily_3_of_Peduoviridae
SAMN03021533_p4,Peduoviridae,novel_subfamily_4_of_Peduoviridae
SAMN06209376_p1,Peduoviridae,novel_subfamily_4_of_Peduoviridae
SAMN09208625_p3,Peduoviridae,novel_subfamily_4_of_Peduoviridae
SAMN09355280_p2,Peduoviridae,novel_subfamily_4_of_Peduoviridae
SAMN10702681_p3,Peduoviridae,novel_subfamily_4_of_Peduoviridae
SAMN12648260_p3,Peduoviridae,novel_subfamily_4_of_Peduoviridae
SAMN12648275_p1,Peduoviridae,novel_subfamily_4_of_Peduoviridae
SAMN12648305_p3,Peduoviridae,novel_subfamily_4_of_Peduoviridae
SAMN13500476_p2,Peduoviridae,novel_subfamily_4_of_Peduoviridae
SAMN15763365_p1,Peduoviridae,novel_subfamily_4_of_Peduoviridae
SAMN20805042_p2,Peduoviridae,novel_subfamily_4_of_Peduoviridae
SAMN20805043_p1,Peduoviridae,novel_subfamily_4_of_Peduoviridae
SAMN24593212_p2,Peduoviridae,novel_subfamily_4_of_Peduoviridae
SAMN24593218_p2,Peduoviridae,novel_subfamily_4_of_Peduoviridae
SAMN24593227_p3,Peduoviridae,novel_subfamily_4_of_Peduoviridae
SAMN28672590_p3,Peduoviridae,novel_subfamily_4_of_Peduoviridae
SAMN30418570_p2,Peduoviridae,novel_subfamily_4_of_Peduoviridae
SAMN33423629_p2,Peduoviridae,novel_subfamily_4_of_Peduoviridae
SAMN35555508_p1,Peduoviridae,novel_subfamily_4_of_Peduoviridae
SAMN35555508_p2,Peduoviridae,novel_subfamily_4_of_Peduoviridae
SAMN48586871_p5,Peduoviridae,novel_subfamily_4_of_Peduoviridae
SAMN48586876_p2,Peduoviridae,novel_subfamily_4_of_Peduoviridae
SAMN55333177_p4,Peduoviridae,novel_subfamily_4_of_Peduoviridae
SAMD00553063_p2,Peduoviridae,novel_subfamily_3_of_Peduoviridae
SAMN12604281_p2,Peduoviridae,novel_subfamily_4_of_Peduoviridae
SAMD00019137_p1,Peduoviridae,novel_subfamily_3_of_Peduoviridae
SAMEA112157105_p2,Peduoviridae,novel_subfamily_3_of_Peduoviridae
SAMN06076929_p1,Peduoviridae,novel_subfamily_3_of_Peduoviridae
SAMN12668380_p1,Peduoviridae,novel_subfamily_3_of_Peduoviridae
SAMN40891646_p1,Peduoviridae,novel_subfamily_3_of_Peduoviridae
SAMN02393817_p1,Peduoviridae,novel_subfamily_4_of_Peduoviridae
SAMN02304133_p1,Peduoviridae,novel_subfamily_3_of_Peduoviridae
SAMN02940923_p1,Peduoviridae,novel_subfamily_3_of_Peduoviridae
SAMN12668376_p2,Peduoviridae,novel_subfamily_3_of_Peduoviridae
SAMN12668394_p11,Peduoviridae,novel_subfamily_3_of_Peduoviridae
SAMN12668404_p1,Peduoviridae,novel_subfamily_3_of_Peduoviridae
SAMN14533309_p1,Peduoviridae,novel_subfamily_3_of_Peduoviridae
SAMN14533316_p1,Peduoviridae,novel_subfamily_3_of_Peduoviridae
SAMN31656011_p1,Peduoviridae,novel_subfamily_3_of_Peduoviridae
SAMN31656012_p3,Peduoviridae,novel_subfamily_3_of_Peduoviridae
SAMN33774569_p1,Peduoviridae,novel_subfamily_3_of_Peduoviridae
SAMN45864672_p1,Peduoviridae,novel_subfamily_3_of_Peduoviridae
SAMN53317749_p1,Peduoviridae,novel_subfamily_3_of_Peduoviridae
SAMEA117551943_p1,Peduoviridae,novel_subfamily_4_of_Peduoviridae
SAMN02470441_p1,Peduoviridae,novel_subfamily_4_of_Peduoviridae
SAMN05418039_p2,Peduoviridae,novel_subfamily_4_of_Peduoviridae
SAMN05418122_p1,Peduoviridae,novel_subfamily_4_of_Peduoviridae
SAMN05418144_p1,Peduoviridae,novel_subfamily_4_of_Peduoviridae
SAMN05860643_p1,Peduoviridae,novel_subfamily_4_of_Peduoviridae
SAMN10362184_p2,Peduoviridae,novel_subfamily_4_of_Peduoviridae
SAMN10362293_p2,Peduoviridae,novel_subfamily_4_of_Peduoviridae
SAMN10362347_p1,Peduoviridae,novel_subfamily_4_of_Peduoviridae
SAMN24372625_p1,Peduoviridae,novel_subfamily_4_of_Peduoviridae
SAMN24777693_p2,Peduoviridae,novel_subfamily_4_of_Peduoviridae
SAMN41905203_p2,Peduoviridae,novel_subfamily_4_of_Peduoviridae
SAMN03323919_p1,Peduoviridae,novel_subfamily_3_of_Peduoviridae
SAMEA115018432_p3,Peduoviridae,novel_subfamily_4_of_Peduoviridae
SAMN10362072_p1,Peduoviridae,novel_subfamily_4_of_Peduoviridae
SAMN31656038_p4,Peduoviridae,novel_subfamily_4_of_Peduoviridae
SAMN31841003_p3,Peduoviridae,novel_subfamily_4_of_Peduoviridae
SAMN41905141_p1,Peduoviridae,novel_subfamily_4_of_Peduoviridae
SAMN12668393_p1,Peduoviridae,novel_subfamily_3_of_Peduoviridae
SAMN24907452_p1,Peduoviridae,novel_subfamily_4_of_Peduoviridae
SAMD00428684_p1,Peduoviridae,novel_subfamily_3_of_Peduoviridae
SAMD00428687_p2,Peduoviridae,novel_subfamily_3_of_Peduoviridae
SAMEA115018341_p2,Peduoviridae,novel_subfamily_3_of_Peduoviridae
SAMEA115018493_p5,Peduoviridae,novel_subfamily_3_of_Peduoviridae
SAMN05418030_p3,Peduoviridae,novel_subfamily_3_of_Peduoviridae
SAMN05418078_p2,Peduoviridae,novel_subfamily_3_of_Peduoviridae
SAMN05418079_p3,Peduoviridae,novel_subfamily_3_of_Peduoviridae
SAMN05418117_p2,Peduoviridae,novel_subfamily_3_of_Peduoviridae
SAMN05418134_p1,Peduoviridae,novel_subfamily_3_of_Peduoviridae
SAMN05418134_p2,Peduoviridae,novel_subfamily_3_of_Peduoviridae
SAMN05418137_p1,Peduoviridae,novel_subfamily_3_of_Peduoviridae
SAMN05418137_p3,Peduoviridae,novel_subfamily_3_of_Peduoviridae
SAMN05418149_p1,Peduoviridae,novel_subfamily_3_of_Peduoviridae
SAMN05418176_p1,Peduoviridae,novel_subfamily_3_of_Peduoviridae
SAMN10362060_p2,Peduoviridae,novel_subfamily_3_of_Peduoviridae
SAMN11522363_p3,Peduoviridae,novel_subfamily_3_of_Peduoviridae
SAMN11522367_p1,Peduoviridae,novel_subfamily_3_of_Peduoviridae
SAMN22346944_p1,Peduoviridae,novel_subfamily_3_of_Peduoviridae
SAMN24907452_p4,Peduoviridae,novel_subfamily_3_of_Peduoviridae
SAMN39606781_p1,Peduoviridae,novel_subfamily_3_of_Peduoviridae
SAMN41920687_p1,Peduoviridae,novel_subfamily_3_of_Peduoviridae
SAMN06105395_p1,Peduoviridae,novel_subfamily_4_of_Peduoviridae
SAMN06105395_p3,Peduoviridae,novel_subfamily_4_of_Peduoviridae
SAMN03280973_p2,Valbvirus,
SAMN03795179_p2,Valbvirus,
SAMN03996322_p6,Valbvirus,
SAMN12404565_p2,Valbvirus,
SAMN15667311_p4,Valbvirus,
SAMN17214697_p3,Valbvirus,
SAMN18298673_p2,Valbvirus,
SAMN18298690_p4,Valbvirus,
SAMN18298714_p1,Valbvirus,
SAMN18298732_p2,Valbvirus,
SAMN19957696_p3,Valbvirus,
SAMN24907466_p3,Valbvirus,
SAMN28494981_p2,Valbvirus,
SAMN28494997_p1,Valbvirus,
SAMN28495001_p3,Valbvirus,
SAMN28495012_p4,Valbvirus,
SAMN28495016_p5,Valbvirus,
SAMN28495029_p3,Valbvirus,
SAMN28495034_p4,Valbvirus,
SAMN28767221_p10,Valbvirus,
SAMN28767227_p1,Valbvirus,
SAMN28767271_p6,Valbvirus,
SAMN40560757_p4,Valbvirus,
SAMN40573830_p4,Valbvirus,
SAMN40584504_p3,Valbvirus,
SAMN40717412_p2,Valbvirus,
SAMN43405767_p4,Valbvirus,
SAMN46862179_p2,Valbvirus,
SAMN48588020_p1,Valbvirus,
SAMN48588238_p2,Valbvirus,
SAMN50800672_p2,Valbvirus,
SAMN50800681_p2,Valbvirus,
SAMN53906732_p2,Valbvirus,
SAMN53906733_p2,Valbvirus,
SAMN54210353_p4,Valbvirus,
SAMN56917246_p3,Valbvirus,
SAMN09737247_p1,Vhmlvirus,
SAMEA115018381_p2,Vulnificusvirus,
SAMN03483372_p2,Vulnificusvirus,
SAMN06013680_p2,Vulnificusvirus,
SAMN06013685_p1,Vulnificusvirus,
SAMN07739081_p4,Vulnificusvirus,
SAMN09270229_p3,Vulnificusvirus,
SAMN09386766_p4,Vulnificusvirus,
SAMN12648299_p2,Vulnificusvirus,
SAMN12816916_p3,Vulnificusvirus,
SAMN17298282_p4,Vulnificusvirus,
SAMN17298289_p2,Vulnificusvirus,
SAMN40453154_p1,Vulnificusvirus,
SAMN40604354_p2,Vulnificusvirus,
SAMN40604373_p1,Vulnificusvirus,
SAMN40627812_p2,Vulnificusvirus,
