gene	start	stop	strand	contig	score	mmseqs_phrog	mmseqs_alnScore	mmseqs_seqIdentity	mmseqs_eVal	pyhmmer_phrog	pyhmmer_bitscore	pyhmmer_evalue	custom_hmm_id	custom_hmm_bitscore	custom_hmm_evalue	phrog	Method	Region	color	annot	category	vfdb_hit	vfdb_alnScore	vfdb_seqIdentity	vfdb_eVal	vfdb_short_name	vfdb_description	vfdb_species	CARD_hit	CARD_alnScore	CARD_seqIdentity	CARD_eVal	CARD_species	ARO_Accession	CARD_short_name	Protein_Accession	DNA_Accession	AMR_Gene_Family	Drug_Class	Resistance_Mechanism	transl_table
AFZWXSCT_CDS_0018	8762	9226	+	SAMN55333167_p1	-5806.229	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	5671	195.999268	6.05228215576575E-58	No_custom_HMM	No_custom_HMM	No_custom_HMM	5671	ab initio prediction:PHANOTATE:1.6.7	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
AFZWXSCT_CDS_0019	9223	9753	+	SAMN55333167_p1	-854.2672	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	2161	186.465652	1.05027479180655E-54	No_custom_HMM	No_custom_HMM	No_custom_HMM	2161	ab initio prediction:PHANOTATE:1.6.7	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
AFZWXSCT_CDS_0020	9834	10070	+	SAMN55333167_p1	-94.57328	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	3273	105.193176	2.95128938840694E-30	No_custom_HMM	No_custom_HMM	No_custom_HMM	3273	ab initio prediction:PHANOTATE:1.6.7	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
AFZWXSCT_CDS_0021	10105	10425	+	SAMN55333167_p1	-638.1471	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROGs_HMM	ab initio prediction:PHANOTATE:1.6.7	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
AFZWXSCT_CDS_0022	10439	10651	+	SAMN55333167_p1	-3.648832	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROGs_HMM	ab initio prediction:PHANOTATE:1.6.7	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
AFZWXSCT_CDS_0023	10653	11189	+	SAMN55333167_p1	-1069.656	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	286	153.232651	1.55615286085836E-44	No_custom_HMM	No_custom_HMM	No_custom_HMM	286	ab initio prediction:PHANOTATE:1.6.7	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
AFZWXSCT_CDS_0024	11146	11376	+	SAMN55333167_p1	-64.37613	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROGs_HMM	ab initio prediction:PHANOTATE:1.6.7	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
AFZWXSCT_CDS_0025	11386	11955	+	SAMN55333167_p1	-265.4801	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROGs_HMM	ab initio prediction:PHANOTATE:1.6.7	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
AFZWXSCT_CDS_0028	13037	13300	+	SAMN55333167_p1	-36.09798	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	2121	92.991562	4.40023926949397E-26	No_custom_HMM	No_custom_HMM	No_custom_HMM	2121	ab initio prediction:PHANOTATE:1.6.7	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
AFZWXSCT_CDS_0029	13291	13893	+	SAMN55333167_p1	-968.3302	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	2121	275.875458	8.09547704988699E-82	No_custom_HMM	No_custom_HMM	No_custom_HMM	2121	ab initio prediction:PHANOTATE:1.6.7	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
AFZWXSCT_CDS_0031	14102	14404	+	SAMN55333167_p1	-408.1292	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	736	108.268227	4.52943122839809E-31	No_custom_HMM	No_custom_HMM	No_custom_HMM	736	ab initio prediction:PHANOTATE:1.6.7	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
AFZWXSCT_CDS_0032	14413	14703	+	SAMN55333167_p1	-40.6279	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	436	145.208954	1.15415252689878E-42	No_custom_HMM	No_custom_HMM	No_custom_HMM	436	ab initio prediction:PHANOTATE:1.6.7	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
AFZWXSCT_CDS_0037	19908	20102	+	SAMN55333167_p1	-10.77231	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	18304	64.666817	1.15414717924547E-17	No_custom_HMM	No_custom_HMM	No_custom_HMM	18304	ab initio prediction:PHANOTATE:1.6.7	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
AFZWXSCT_CDS_0039	20606	21376	+	SAMN55333167_p1	-22376.45	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROGs_HMM	ab initio prediction:PHANOTATE:1.6.7	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
AFZWXSCT_CDS_0043	24156	24560	+	SAMN55333167_p1	-1023.209	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	2498	111.318047	9.39685614645214E-32	No_custom_HMM	No_custom_HMM	No_custom_HMM	2498	ab initio prediction:PHANOTATE:1.6.7	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
AFZWXSCT_CDS_0052	31093	31518	+	SAMN55333167_p1	-704.0123	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	2134	108.77494	3.55616481041247E-31	No_custom_HMM	No_custom_HMM	No_custom_HMM	2134	ab initio prediction:PHANOTATE:1.6.7	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
AFZWXSCT_CDS_0053	31518	36437	+	SAMN55333167_p1	-7.352221E+027	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	37728	974.393433	2.18250642299444E-292	No_custom_HMM	No_custom_HMM	No_custom_HMM	37728	ab initio prediction:PHANOTATE:1.6.7	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
AFZWXSCT_CDS_0054	36456	37853	+	SAMN55333167_p1	-881479.2	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	2889	287.803162	2.51117913145838E-85	No_custom_HMM	No_custom_HMM	No_custom_HMM	2889	ab initio prediction:PHANOTATE:1.6.7	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
AFZWXSCT_CDS_0056	38438	38530	+	SAMN55333167_p1	-0.5137257	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROGs_HMM	ab initio prediction:PHANOTATE:1.6.7	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
AFZWXSCT_CDS_0058	39547	39717	+	SAMN55333167_p1	-31.35812	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROGs_HMM	ab initio prediction:PHANOTATE:1.6.7	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
AFZWXSCT_CDS_0059	39742	39837	+	SAMN55333167_p1	-0.156163	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROGs_HMM	ab initio prediction:PHANOTATE:1.6.7	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
AFZWXSCT_CDS_0060	40927	39854	-	SAMN55333167_p1	-6434542	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROGs_HMM	ab initio prediction:PHANOTATE:1.6.7	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
AFZWXSCT_CDS_0061	41089	40931	-	SAMN55333167_p1	-6.349201	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROGs_HMM	ab initio prediction:PHANOTATE:1.6.7	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SVXKEOJZ_CDS_0002	1863	1771	-	SAMN55333169_p2	-0.106386	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROGs_HMM	ab initio prediction:PHANOTATE:1.6.7	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SVXKEOJZ_CDS_0003	1874	2575	+	SAMN55333169_p2	-657278.6	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	9266	107.379906	1.46348986275098E-30	No_custom_HMM	No_custom_HMM	No_custom_HMM	9266	ab initio prediction:PHANOTATE:1.6.7	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SVXKEOJZ_CDS_0004	2631	2891	+	SAMN55333169_p2	-0.2840359	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROGs_HMM	ab initio prediction:PHANOTATE:1.6.7	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SVXKEOJZ_CDS_0005	2972	4210	+	SAMN55333169_p2	-85639.27	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	2034	190.687469	6.41180119492973E-56	No_custom_HMM	No_custom_HMM	No_custom_HMM	2034	ab initio prediction:PHANOTATE:1.6.7	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SVXKEOJZ_CDS_0006	4210	4869	+	SAMN55333169_p2	-30145.34	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROGs_HMM	ab initio prediction:PHANOTATE:1.6.7	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SVXKEOJZ_CDS_0007	6937	4955	-	SAMN55333169_p2	-257124500000	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROGs_HMM	ab initio prediction:PHANOTATE:1.6.7	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SVXKEOJZ_CDS_0008	7093	6947	-	SAMN55333169_p2	-8.165552	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROGs_HMM	ab initio prediction:PHANOTATE:1.6.7	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SVXKEOJZ_CDS_0009	7138	7233	+	SAMN55333169_p2	-0.4232152	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROGs_HMM	ab initio prediction:PHANOTATE:1.6.7	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SVXKEOJZ_CDS_0010	7237	7338	+	SAMN55333169_p2	-0.1010813	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROGs_HMM	ab initio prediction:PHANOTATE:1.6.7	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SVXKEOJZ_CDS_0011	7408	7518	+	SAMN55333169_p2	-0.08536832	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROGs_HMM	ab initio prediction:PHANOTATE:1.6.7	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SVXKEOJZ_CDS_0013	8397	8489	+	SAMN55333169_p2	-0.4879489	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROGs_HMM	ab initio prediction:PHANOTATE:1.6.7	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SVXKEOJZ_CDS_0017	11785	12222	+	SAMN55333169_p2	-78.25791	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROGs_HMM	ab initio prediction:PHANOTATE:1.6.7	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SVXKEOJZ_CDS_0018	12213	12458	+	SAMN55333169_p2	-56.27518	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROGs_HMM	ab initio prediction:PHANOTATE:1.6.7	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SVXKEOJZ_CDS_0019	12486	12686	+	SAMN55333169_p2	-3.76389	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	2227	60.951454	1.45794558518997E-16	No_custom_HMM	No_custom_HMM	No_custom_HMM	2227	ab initio prediction:PHANOTATE:1.6.7	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SVXKEOJZ_CDS_0020	12683	13297	+	SAMN55333169_p2	-43457.38	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	846	253.745026	2.28630013656814E-75	No_custom_HMM	No_custom_HMM	No_custom_HMM	846	ab initio prediction:PHANOTATE:1.6.7	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SVXKEOJZ_CDS_0022	14347	14595	+	SAMN55333169_p2	-22.43524	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	18491	31.867025	2.69098454368036E-07	No_custom_HMM	No_custom_HMM	No_custom_HMM	18491	ab initio prediction:PHANOTATE:1.6.7	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SVXKEOJZ_CDS_0023	14735	14917	+	SAMN55333169_p2	-0.8462441	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROGs_HMM	ab initio prediction:PHANOTATE:1.6.7	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SVXKEOJZ_CDS_0024	14921	15115	+	SAMN55333169_p2	-30.0544	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROGs_HMM	ab initio prediction:PHANOTATE:1.6.7	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SVXKEOJZ_CDS_0025	15087	15593	+	SAMN55333169_p2	-7803.628	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	19610	250.231262	1.7747136587897E-74	No_custom_HMM	No_custom_HMM	No_custom_HMM	19610	ab initio prediction:PHANOTATE:1.6.7	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SVXKEOJZ_CDS_0026	15593	16657	+	SAMN55333169_p2	-1465898	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROGs_HMM	ab initio prediction:PHANOTATE:1.6.7	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SVXKEOJZ_CDS_0027	16654	16890	+	SAMN55333169_p2	-159.0437	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROGs_HMM	ab initio prediction:PHANOTATE:1.6.7	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SVXKEOJZ_CDS_0028	16887	17099	+	SAMN55333169_p2	-12.96437	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	6680	109.440979	1.21589387464841E-31	No_custom_HMM	No_custom_HMM	No_custom_HMM	6680	ab initio prediction:PHANOTATE:1.6.7	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SVXKEOJZ_CDS_0030	18198	18923	+	SAMN55333169_p2	-208534.9	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	286	89.678284	4.85321521696539E-25	No_custom_HMM	No_custom_HMM	No_custom_HMM	286	ab initio prediction:PHANOTATE:1.6.7	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SVXKEOJZ_CDS_0031	18916	19185	+	SAMN55333169_p2	-1270.015	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROGs_HMM	ab initio prediction:PHANOTATE:1.6.7	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SVXKEOJZ_CDS_0032	19148	19333	+	SAMN55333169_p2	-18.20989	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROGs_HMM	ab initio prediction:PHANOTATE:1.6.7	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SVXKEOJZ_CDS_0033	19555	19379	-	SAMN55333169_p2	-5.934465	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROGs_HMM	ab initio prediction:PHANOTATE:1.6.7	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SVXKEOJZ_CDS_0034	19761	19558	-	SAMN55333169_p2	-5.093559	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROGs_HMM	ab initio prediction:PHANOTATE:1.6.7	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SVXKEOJZ_CDS_0040	24114	23479	-	SAMN55333169_p2	-25524.4	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	38068	139.437851	2.07489619149817E-40	No_custom_HMM	No_custom_HMM	No_custom_HMM	38068	ab initio prediction:PHANOTATE:1.6.7	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SVXKEOJZ_CDS_0042	24782	24919	+	SAMN55333169_p2	-0.08549674	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROGs_HMM	ab initio prediction:PHANOTATE:1.6.7	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SVXKEOJZ_CDS_0044	25450	25635	+	SAMN55333169_p2	-100.2701	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROGs_HMM	ab initio prediction:PHANOTATE:1.6.7	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SVXKEOJZ_CDS_0050	30995	31945	+	SAMN55333169_p2	-11742370	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	38425	269.477905	9.37417297336946E-80	No_custom_HMM	No_custom_HMM	No_custom_HMM	38425	ab initio prediction:PHANOTATE:1.6.7	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SVXKEOJZ_CDS_0051	32014	32409	+	SAMN55333169_p2	-132.7599	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROGs_HMM	ab initio prediction:PHANOTATE:1.6.7	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SVXKEOJZ_CDS_0052	32403	33287	+	SAMN55333169_p2	-2623790	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROGs_HMM	ab initio prediction:PHANOTATE:1.6.7	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SVXKEOJZ_CDS_0054	34376	34801	+	SAMN55333169_p2	-459.2458	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	37002	119.385956	2.8765011489773E-34	No_custom_HMM	No_custom_HMM	No_custom_HMM	37002	ab initio prediction:PHANOTATE:1.6.7	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SVXKEOJZ_CDS_0057	37159	37551	+	SAMN55333169_p2	-2409.414	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	1365	48.20026	1.96656913038574E-12	No_custom_HMM	No_custom_HMM	No_custom_HMM	1365	ab initio prediction:PHANOTATE:1.6.7	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SVXKEOJZ_CDS_0058	37585	37677	+	SAMN55333169_p2	-0.287631	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROGs_HMM	ab initio prediction:PHANOTATE:1.6.7	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SVXKEOJZ_CDS_0059	37740	38081	+	SAMN55333169_p2	-15.32893	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROGs_HMM	ab initio prediction:PHANOTATE:1.6.7	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SVXKEOJZ_CDS_0060	38464	38150	-	SAMN55333169_p2	-8913.348	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	1009	27.988085	3.62577860269797E-06	No_custom_HMM	No_custom_HMM	No_custom_HMM	1009	ab initio prediction:PHANOTATE:1.6.7	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
